name,naics_code,naics_label
Elite 360 Repair,811,
Protech Hydro,333,
Signature Iron Works,332,
Carolina Center for Eye Care,621,
Active Apparel Group,315,
BM Group,444,
Kaapi Solutions,722,
Youth Empowerment,624,
Acid Copper Plating Brighteners,325,
First Impression Ironworks,332,
Sphattika Gold Company,448,
C. Palmer Die Casting,331,
inContact,561,
Charter Tech Limited,213,
SKYMASTER,492,
TB Goldberg,541611,
B&G Sales,562,
Brooklyn Financial Collections,561910,
KB Customs,441,
Statum Designs,337,
Sludge Equipment,333,
Sweet Jonesin,312,
Pol Community Care,621,
DIRTX INDUSTRIES,451,
Thermal Break Strip,326,
NC Tools,333,
HYPAR Residential Care,623,
DM Spotless Cleaning,561,
Minnesota Broadcasters,813,
Neurotransmitter Reset Program,621,
The Pottery Dudes,327,
Manurbhav,624,
Prime Paws,541940,
A Plan To Change Counseling PLLC,621,
Analyzing Deals,531,
Globe Enterprises,325,
Penn Granite,444,
Seed Supplier,111,
NWKDSS,624,
A Lighting and Sound,812,Personal and Household Goods Repair and Maintenance
TRUFIRE,238,
Desert Notary,541110,
Natural German,603,
Airadyne,333,
CYM Hydraulics,333,
WILD About Learning Academy,611,
Quick Cobbler,811,
South Dade Women Veterans Alliance,813,
Hopi Popi,311,
Ingenuity,561,Administrative and Support Services
QUAD Scaffolding,238,
Da Link Safaris,561,
TNT EXPO,561910,
Equivalent,524,
Graminton,322,
MB Engine Repair,811310,
OReGONbike,441,
Secure Storage,531,
Splat Solutions,332,
MLI,419,
Callalily Catering,722,
Hunter Valley Foods,311,Food Manufacturing
Vietnam Film Faced Plywood,321,
MNT Trucking,484,Truck Transportation
Royal Wire,332,
AgroCold Ghana,493,
Jasmine Land garment company,448,
Coach America,485,
Anteya Design,332- Manufacturing,Manufacturing
Sergeant Poppers,333,
Institute Logistics,611,
SGF PACKAGING,326,Plastics and Rubber Products Manufacturing
Marine Lender,56144,
AMPTEC,541715,
JINALUSS,541512,
McGarry International,5614,
Thai Tech Sapphire,448,
Ohaivagro Private Limited,111,Crop Production
Bahr Chiropractic,621,
Awning Partners Manufacturing Group,314,
DISK,334290,
WASATCH MEDICAL WASTE MANAGEMENT,562,
Inertia Resources,221,
Earth Thanks,448,
London Rock,562,
SECOMMERCE GmbH,561,
Decision Research,541910,
NorthStar Transportation Service,485,
Thomcat Leasing,532,
Slipdisc,541850,
Gold Coast Utility Specialists,221,Utilities
Chemist Drug,446,
RobbieMD Skincare Products,446,
Dining Theory,722,
Eco Friendly Promotional Products,314,
Archie David Cars,441,
Ponder Environmental Services,562,Waste Management and Remediation Services
Stellar Auto Detail,811,
Krave Juice and Smoothie,722,
Ryosuke Okuno,541,
Maha Energy,335,"Electrical Equipment, Appliance, and Component Manufacturing"
Xtronix,334,
Mutual Wheel,811310,
CBD Relief Authority,325- Pharmaceutical and Medicine Manufacturing,Pharmaceutical and Medicine Manufacturing
SK Capital Services,238,
EnviroLink,562,
NashvilleNurtures,813,
Erickson Woodworks,238,
Pakistan Elevator,333,
Better Buying,541930,
HTM Fire Engineering,561,
The Seismic,541310,
Cotton Club Sewing,314,
Computer Recycling & Repair,811,
Tafasel,541,"Professional, Scientific, and Technical Services"
IT Recycle,562,
WAHANN,324,
Starworth,236,
Rethceif,332,
Belcharto,721,
Lawn Acres,813,
Enopion,711,
Tele-Q,335,
Chongqing All Happy,441,
Kendal Kandy Shoppe,445,
Regional Tractor,444,
Kalibre Automatic Doors,238,
Wool,112,
Marmon Industrial Water,221,
Anderson Gravel,212,Mining (except Oil and Gas)
Century Packaging,322,Paper Manufacturing
Gift of Life,813,
MagnaWand,339,
Occupational Skills Centre,611,
Seafoods of the World,445,
Mira Market,445,
Fundingcurves,523,
Locomoland,488,
Chappel Group,623,
powerLINEbd,492,
Underline,519,
THE DART,312,
Suri Engineers,333,
Novotel Cairo Airport,721,
Nukemed,325414,
Eastern Halal,311,
Banner Faucets,444,
Niltronix,334,
SoldbyJazmine,611,
Source Design Direct,315,
BAY STATE CRUCIBLE,327,
Listavia,333,
LIC Nepal Limited Lalbandi,524,
Nastex,315,
Post Chemo Nutrition,325,
Monster Tune,811,
Northern Lights Restoration,811,Repair and Maintenance
Commercial Funding,522,
Strawberry Village,531,
Desborough Scaffolding,238,
Ouvert,541,
Autocraft Equipment,336,Transportation Equipment Manufacturing
Asourcing Electronics,334,
Canadian Financial Equipment Corp,532,
Office Furniture Now,337,
Veoell,333,
Jezroc Metalworks,332,
Xontogeny,541,"Professional, Scientific, and Technical Services"
Prestige Golf,451,
Virtual Stitches,323,Printing and Related Support Activities
DAC Awnings,332,
Unique Auto Sales,441,
DC Impact Capital,531,
LEEM Filtration,333,
Siia Advisory Consultants,522,
Kundan Components,332,
Trademark Cabinets,337,
Woodberry,446,
ARIYA CAVIAR,445,
Right Truck,484,
Cosmic Vacations,721,
FRUIT & FLOWER CO.,445,
Trendmost,314,
Local Loan,522310,
Laundry Solutions,812,
Enrouteq,485,
Express Food Service,722,
Zenith Ray, 339,
Copper Creek Crossing HOA,531110,
Ark Law,541,"Professional, Scientific, and Technical Services"
Chetak Express,484,Truck Transportation
Rehab Entertainment,512,Motion Picture and Video Production
Natwest Financial Service,522,Credit Intermediation and Related Activities
Model Metal,332,
In Your Best Interest Medical Clinic,621,
A-1 Creative Packaging,561900,
Hill Family Estate,312,
Priority Insurance,524,
Atlas Auto Auctions,441,
Eastern Connecticut Performing Arts Association,813,
Armada Motor Group Inc.,332,
Lawyer's Protector Plan,524,Insurance Carriers
Rural Alaska Fuel Services,447,Gasoline Stations
Northern Health & Social Care Trust,813,
Converter Guys,562,Waste Management and Remediation Services
On Time Appliance Service,811,
Lake Mohawk Preservation Foundation,813,
Hunt Capital Partners,523,
Late Mouse Coffee,722,
Agfinity,111,
Xinyu Paper Cup,322,
Mangione's Italian Ice,722,
OPTICA FUKUI,339,
Stemle,337,
Lux Media Solutions,541,
Dynasty Traffic,562,
Energy Options,221,
SANZEREP,541930,
Nicola Jane Rowles,453,
Regional Shipping,484,
Turners Accident Repair,811,
Electrovape,312,
Nation MG,541,"Professional, Scientific, and Technical Services"
Lotus Point, 621,
Inspire Fitness, 339,
Signature Concepts,541810,
Barks Plantation,721211,
WGC Apparel,448,
Porter Title Company,531,
Accurate Waste Control,562,
Doggie Fashions,453,
Cup Lid Forming Machine,333,
North East Technologies,811,Repair and Maintenance
Design Centre,611,Educational Services
PBR Tickets Las Vegas,561491,
Noughtical,221,
DIAMOND DRIVING SCHOOL,611310,
Mortch Motor,336,
On Level Installations,238,
Ramsell,446,
Wrap It Sandwich,722,
SumnerOne,453,
The United Illuminating Company,221,
Westwing Construction,238,
Sun Ware,333,
Foam Fire Extinguisher,325,
McCoy Tree Farm,561,Administrative and Support Services
A & A Service Solutions Consultants Ltd.,541620,
Indian Platinum,325,
Farmington Storage,531,
Avamer roofing,238,
Downers Grove Limo Service,485,
Aesthetic Business Institute,611,
Quicktrax,334,
Blastclean Systems Private,332,
Heidi Gubbins,541410,
Chaturmanas,611,Educational Services
AI group,236,
Fon Kok,423,
Apollo Risk Management,524,Insurance Carriers and Related Activities
Hartford Aviation,336,Transportation Equipment Manufacturing
RVH Lifestyles,441,
CD Rods,451,
Essel Finance Services,522,Credit Intermediation
Digital Paradise,517,
Simsoft Technologies,511,
Little Falls Locksmith Service,561,
Jiu-Jitsu Outlet,611691,
Pawlished Pooches,812,
PROGRESS VILLAGE FOUNDATION,813,
Azobe Sound,711,
Shawonga,423,
Professional Industrial Supplies Inc.,423,
QC Events,561940,
Puldin Soft,511,Custom Computer Programming Services
INOXCOLORZ,332,Fabricated Metal Product Manufacturing
Wine Authorities,312,
Tenacity Psychological Health Centre,621,Ambulatory Health Care Services
Wing International,238,
Central States NAVHDA,813,
Quicker Scale,423,
Powells Geotechnical Construction,237,
Quality Adhesives,325,
Handmade Carpet Gallery,442,
Asia Digital Doctor,621,
Hospital Sisters,813,
Great Lakes Hobby,451,
Designoholic,541430,
OP Pharma,325,
Primeline,327,
Choice Adhesives,325,
Topler Global Limited,561,
Benson Law Firm, 541110,
Step South,448,
Eats All Good,311,
Natural Habitat,712,
Innovative Print Pack,322,
Abacipharm,325,Chemical Manufacturing
Shawnee Christian Healthcare Center,621,
Lumos Infrared Sauna,713,
R&R FMG,541税Fin,
Lantek Communications,517,
TE ELECTRIC,335,
Brighton Automotive,811,
RubberMoon,326,
The Phuckery,722,
Giant Goose Ranch,721,
Afrika Health Hub,621,
B's Design,541310,
Zaminol,420,
Woodridge Surgical Center,621,
Oxx and Bullbridge,541810,
Highways International,484,
Well Pump Contractors,238,
Avant,522,Credit Intermediation and Related Activities
Boort Resource,561492,
VOLO,522,
Yuva Tech Solutions,811,
Thermal Processing of Food,311,
Good Car,441,
MDA-TelesCoop,333,
Hutchinson Technologies,541,"Professional, Scientific, and Technical Services"
Embrace Foundation,813,
Vibrant Path Nutrition,621,
MacroDX,454,
Waterdude Solutions,221,
Collier Stone,423,
Nagel & Padilla,541,
Solar Eclipse,811310,
Staffers,541,
Pouch Depot,561,
LKH Equestrian,713,
Stay Gold Event Rentals,532,
Alpha Testing & Engineering,541,
Sage Air Conditioning and Heating,238,
Conservation Matters,541,"Professional, Scientific, and Technical Services"
RFMW,423,
Bananas Entertainment,711,
Ultimate Shield Security Agency,561,
UFO Manufacturing,332,
Stanvac International,331,Primary Metal Manufacturing
Magnetics Corporation of India,333,
Leisure Coast Powder Coaters,332,
MC Smart Controls,238,
The Nines,812,
IO Comcept, 335,
ROCK DRILLERS UNLIMITED,237,
Geosearch,541330,
Detail Masters,541910,
Nordahl,512,
FishSolomons,487,
APECS,541,"Professional, Scientific, and Technical Services"
DYNAMIC TRADING EXPORT,111,
Transportation Star,485,
Six Side Entertainment,711,
Bernlore,512,
Mavi Cargo,484,Truck Transportation
GLOBAL MUSIC PARTNERSHIP,711,
Plaster Cutter,339,
Millennium Musicians, 611,
Manning Materials,423,"Merchant Wholesalers, Durable Goods"
Chesapeake Behavioral Health,621,
Wooden Decoy Collection,453,
Resource Générale Corporation,212,
North Wales Craftworkers,712,
Rare Active,315,
Towers Wood Factory,321920,
Force Industries,325,Chemical Manufacturing
HOMED CLINIC,541,
Norcada,334,
Hidden Hollow Farms,813,
Wondervalve,332,
OUKA LONDON, 314,
Dog Obedience College,812,
CHAYRA MARINE CONSULTING,541613,
Scrub Club,811910,
Discount Bible,451,
Yami Garden,722,
Tensor,611,
Clifton Tube Cutting,332,
Pune Polymer,326,Plastics and Rubber Products
The Redwood,722,
Clydeoscope,611,
Copper Creek Brewing,312,
Construction Machinery,333,
Rischall Financial Group,524,
DK Foodservice Solutions,722,
Port Gardner Bay,711,
Basic Linen and Uniform Service,812,
MillPro,213,
SHRI CAR CARE,811310,
The Repair Shop,811,
GoFuel,532,
RoboticsBD,334,
ET Marine,541310,
Sunrise Movers and Packers,484,
Maple Ridge Farm MO,112,
Avon Woods,813,
Mathers Productions,511,
Crenshaw Evictions,541199,
Continental courier,492,
Nikita Containers Pvt.,332,
Podcast Production Music,711,
WorkPuddle,561,
Cowgirl Elegance,311,
Riteway Builders,236,
Hugh Lofting Timber Framing,238,
Auckland Concrete Cutters,238,
Stuff Recycling,562,
Heartwood Pine,321,
GREAT SPACE 4 U,531,
EVteQ,221,
Aavan Engineering,333,
Air Service Supply,333,
MASSHEAT,238,
MeterLeader,221,
Cal-Comp Technology,334,
Steam Commander,561,
Sales Mastery,541910,
Side Group,238,
Big E Binz,562,Waste Management and Remediation Services
Ewing Oil,447,
M S Precast Cement,327,
DECKO,444,
SART Consult,541,
Bright Sky Contracting,561,
Neighborhood,531,
Moore Steel Developments,332,
Signway, 339,
Syracuse Premier Apartments,531,
Thurmont Community Ambulance,621,
Able Charity Foundation,813,
RSCC Heat Trace,335,
GRAND COVE,531,
Promark Advertising,541613,
South Beaches Basketball,711,
Mike Lester,453,Miscellaneous Store Retailers
Digital Dental Technology,339,
Giant Olive,711,
HALF Bearings,332,Fabricated Metal Product Manufacturing
Polymer Science,325,
DreamPond,444,
Brainerd Pipe Supply,423,
Golden Wealth,334,
EMF Home Harmony,339,
Halo Defense, 451,
Vintage Photo Booth Trailer,54192,
Vital Healthcare,339,Miscellaneous Manufacturing
Plan Your Recovery,621,
GB Installations,238,
Oceandusk,561510,
Air Safety,928,
Tom Brown,326,
Lowry CPA,541-PAC,PAC
Copper World,327,
Circular,339,
Omniscient,541,
ABSN GROUP,561,
Professional Service and Spares,562,
Advanced Groundworks,238,
Crisis Response,541613,
Conk Appliance,238,
Wildcat Industries,332,Fabricated Metal Product Manufacturing
Almost Home,624,
Springs Radiator Services,811310,
LUXTRIP,485,
Excel Credit Union,522,
Sports Bottle Carrier,323,
Bow Bioenergy,562,
Nelson Vein,621,
DMI,541,
Madurai PK lift company,333,
Housing Private,333,
2B Enterprises,333,
Gilley Mobile RV Service,811,
Happy Charity,813,
Lehnert Regelungstechnik,333,
Vishal Trading Academy,611,
Windsor Refrigeration Store,333,
Office Automation Technologies,453,
Rivenhall,531,
EDENSWOOD,423,"Merchant Wholesalers, Durable Goods"
Swift River Media,512,
Imaging Service Solutions,621,
Intimate International,315,
Renewable Technologies,562,
Stark Media Planning,541910,
N W Logistics,484,Truck Transportation
Squire & Co. Executive Search,561,
Triple-E Events,561,
The Aero Bar,722,
Better Bonnett Valve,332,
Angel's Precision Painting,238,
ButterCup, 311,
Tikon Mold,333,
Faith Ruchti,541,
GSK Fastener,332,
The Break Bike Shop,451,
Xtract Technologies,325,
Moving Forward,522,
Inflatable Jump Rentals,532,
Sage Creek Winery,312,
Both Sides Now,621391,
Dogllc.store,453,
Ramsey County,921,
Airtech,541620,
Elicc Group,238,Specialty Trade Contractors
NFT Windows,561,Administrative and Support Services
Buxus Media,541863,
Alma Products,326,
Legacy Chevrolet,441,
PVC Cling Film,326,
Sinewave Power,335,
Julia Deng,512,Motion Picture and Sound Recording Industries
Orbit Winder, 448,
Subtropical Dairy,112,
Venezolana,311,
Mitchell Eye Care,621,Ambulatory Health Care Services
Millers Flower Shop by Kate,453,
Making Moves Landscape Supply & Hauling,444,
CAPT ROBOT,333,
Vero Cabinet Supply,337,
Chirozone,621310,
Capital One Financial Services,522,
Label Paper Store,322,
CareTech,621,
Bahra Oil Well Drilling Company,213,
Albina Holdings,424,"Merchant Wholesalers, Nondurable Goods"
Rustenlab,541990,
Tripocity,485,Transit and Ground Passenger Transportation
JPS Technologies,332,
The Thobe Group,541199,
Greenhouse Hydroponics,444,Building Material and Garden Equipment and Supplies Dealers
Zoey's All Natural,311,
White Pine Lodge Algonquin,721,
Precision metal parts, 332,
Women's Healthcare Associates,621,
Amazing K,611,
Banjo Farms,111,
Kelley's Custom Home Interiors,442,
Flavorful Rewards,312,
BroaddCast,541,
Wine Cellar Depot,722,
Jus' Sail,487,
Health Outreach,621,
Walker Massager,339,
JIMINI FOODS GROUP,722,
Bent & Dent Body Shop,811,
Community LIFT,813,
Terry Dee Consulting,336,
Rock Trading World,417,
Lionsfisher Allied Industries corporation,316,
Odyssey Barricade,532,
Beacon Hardware,444,
Fonntech, 811,
Readers and Writers,511,
Firetech,561,
Safe Traffic,541,
Hardwood Lumber Sales,423310,
Midway City Sanitary District,562,
GQ Petro,211,
Guardian Mobile Transportation,485,
On-Guard,561,
AMB Business Solutions,522,
OneTMS,561920,
LC Tutoring Center,611,
Bottle Coolers Direct,423,
FIT-to-GO,812,
Shanghai Automation,334,
Fischer Farms,111,
Zambezi Steel,332,
Derby Chauffeurs,485,Transit and Ground Passenger Transportation
Makpower,335,
NC Lighting,423,
Daher Holding,525,
HAAS-Smart Solutions,333,
Tahquamenon Falls Brewery,722,
Ocean Breeze Homes,236,
Key 2 Recovery,5614,
Javed Salman Corporation,315,
Verleno,325,Chemical Manufacturing
Docuvision,323,
GO-POM HILL,424,
Motormata,811,
Dr. David Zuniga,621,Ambulatory Health Care Services
JL Core Energy Studio,713,
Toromax,448,
Cash Car Heroes,423,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers
Topsville,448,
ENTESE Technical,811,Repair and Maintenance
Enfiniti World,423330,
Q10 Capital,522,
Cirdan Capital,523,
Larry Weidman Masonry,238,
Abzza,722,
Entavida,621812,
TRS Trim Removal Systems,333,
Skialight, 423,
Bulldog Title,531,
ManyLedLights,423610,
Virtual Document Services,541110,
Press Room Equipment,333,
TAM INDIA,325,
Quinn's Tree Farm,111,
Navsagar Steel,332,
Big City Entertainment,512,
UIPRO,511,
HVR Investments,531,
FGF Machinery,333,
Maotronics,334,
Investigative Soluti,561,Administrative and Support Services
Transmaxs Global,492,Couriers and Messengers
STRONGHOLD CORPORATION,333,
Acade Logistics,488,Support Activities for Transportation
Andrysco,541,"Professional, Scientific, and Technical Services"
FirstGlance Films,512,Motion Picture and Video Exhibition
Athena Events, 812990,
NEW MILLENNIUM FLOORING,238,
Energymax,335,"Electrical Equipment, Appliance, and Component Manufacturing"
Southern Tree Care,561,
Cosmedico,812,
Clarke's Contracts,236,
Lake Washington Windows,238,
Taylor's Special,624,
Pacific Wave Jiu-jitsu,611,
Meelesa,442,
Innovative Advisors,524,Insurance Carriers
APAD Pallets,321,
Evolution Networks,517,
FarmLinkr,111,
Reinventing Social Care,623,
Viridian,811490,
Wilson Machinery,333,
Genesis Home Care,621,
Eagle Distilleries,312,
Benchmark HR Solutions,561,Administrative and Support Services
Teya's Flowers,453,
Pelvic Floor Foundation,813,
A Cork in the Road,722,
NUA Naturals,311,
Diverse Gazebos,238,
Fire Tech,611,Educational Services
Catoosa Shutter Company Shuttersfast, 442,
WELL of SOULS, 512,
Nation's Finest,624,
Tylair Aviation,611,
Medic Plus Pharmaceuticals,424,
Logical PC Repair,811630,
The London First Aid Training Company,611,
Montes residential framing,238,
McQueen Landscapes,561,
Seacorin,445,
Cheesy Duz It,722,
Studio CHS,442,
JRZ Precision,561,
Western Technologies,332,
SAM Controllers,335,"Electrical Equipment, Appliance, and Component Manufacturing"
Bright Idea,5414,
PAIDChain,522,Credit Intermediation and Related Activities
UMA OK, 611699,
Abans Elite,443,
Wellman Farm,112,
ISE Labs,541990,
Vintage Trailer Camp,441,Motor Vehicle and Parts Dealers
Cedar Springs Public Library,519,
Mumbida Wind Farm,221,
Buy & Build,444,
Surmount Investigations,561,
Make a Scene,532,
Jinmai Casting,331,
Aimtron,334,
Triton Arms,332,Fabricated Metal Product Manufacturing
Spark Business Mail,491,Postal Service
Cape Coral Towing & Recovery,488,
Gulf Reinforced Plastics,326,
Cellgen,238,
Antara Capital Resources,561,
KTG Auto,336,
Dublin Taxi Cab,485,
Pro Marine,811,
Pete Peterson's Sauce,311,
Tiger Fluids,213,
The Floor Trader,442,
Desai Accounting,541,"Professional, Scientific, and Technical Services"
LIG Nanowise,333,
Epstein Canarick,531,
AirPol,562,
Diamond Productions,512,Motion Picture and Sound Recording Industries
Creative Marketing Associates,541613,
AMERICAN PROTECTIVE PRODUCTS,339,
All Ways Exterminating,561,
EY Tech Trading,322,
Saltwater Dreaming Surf Shop,451,
Dawn Oil,562,Waste Management and Remediation Services
Bayview Payroll,541,
Gartech,333,
Semex,112,Animal Production and Aquaculture
Faraday Crystal,221,
Industrial Handling Equipment,333,
Live Lighting,335,
Allstate Dealer Services,524,
Tshally Holdings,484,
Riegelman Bookworks,511,
Unique Colors,517,
Sync Online Media,541613,
Global Transit,327,
Cooper Ward,423,
Hockey Skating Treadmill,339,"Sporting Goods, Hobby, Musical Instrument, and Book Stores"
Jobsite Technologies,238,
Meadowlily Woods,813,
DFO PETROLEUM,213,
Patton Excavating,238,
Reduce,524,Insurance Carriers
IVC Displays,334,
Lexus Securities,523,Investment Banking and Securities Dealing
HQxpress,493,
Compmed Advantage,524,
Garage Door Repair Defiance,811,
Micro Tooling,333,
MCR ENGINEERING,333,
Om Memphis, 713,
Miami Kitchen Incubator,722,
MICRON INVESTIGATIVE,561730,
Complete Hire Equipment,532,
Color Jewels,448,
AG Logistics,484,
Aoxin Instrument,334,
Westside Brake & Tires,811,
New Leaf Garden,444,
Affordable Concrete Baton Rouge,238,Specialty Trade Contractors
Active Agro Tech,325,
RAQUEL POU,327,
Sun-Pure,221,
Penergetic,112,
Haberman Hay,111,
Texoges,211,
Taylor's Excavators,238,
Bernie Junior Fitness,812,
Kpro Safety,315,
Kayla Gucciardo,813,
Oratorivm,512,
Valley Industrial Rubber,326,
NTX Business Lending,522,
ONSHORE OFFSHORE SOLUTIONS GHANA LIMITED,488,Support Activities for Transportation
Al Ikhtayar Al Mumtaz Auto Spare Parts Trading,441,
Sinlix,443,
Ensey Automotive,811,
FSN Wigs,315,
Cova Pharm,325,
Industrial Indicators,333,Machinery Manufacturing
Upscale Vending Services, 454,
KEEPS FM,515,
Xtreme Wheels and Tires,441,
Rice Brother's Coffee,722,
New York Blower,333,
Cook Compression,333,Machinery Manufacturing
Sedeke,335,
Dar Khair,424,
Immortal TCG,451,
Liberty American,522,Credit Intermediation and Related Activities
Guerrini Music,711,
Mohawk Special Cutting Tools, 333,
C&S Well Pump Service,237,Heavy and Civil Engineering Construction
Pressquip,323,Printing and Related Support Activities
OmniLyte,221,
Nationwide Cabinet Supply,337,
Lead Pointe,484,
South Central Erectors,238,
ARTOIL PETROLEUM,211,
Dairyverse Kenya,112,
Hampshire Gardens,531,
American Lock and Door Specialists,561,
Fine Quality Cushions,337,
Velocity Logistics,488,
International Automated System,236,
Fox Resources,212,
Sovereign Productions,512,
Adept Home Inspection,5413,
G'Adeli,423120,
Softline Sales,453,
Alpine Home Inspections,5314,
Ashley Investment Group,531,
Yoga and dance,713,
Gowell Printing,323,Printing and Related Support Activities
COMFIL,325,
OPUS,339,
Gurney & White Supplies,423,
Voisonics,517,Telecommunications
CTI Simulation,541,"Professional, Scientific, and Technical Services"
Horizon Telecom,517,
Bama Steel,238,
Crescer Media Marketing,541810,
Affluence,423870,
Carib Dish,722,
Greensville Gourmet,445,
Bevgrow,312,
Burger King,722,
Franksville Oil & LP Gas,447,
Gottfried Renderings,541310,
Jones Eye,621,Ambulatory Health Care Services
Nimbus Technologies,443,
The Colourful Garden Company,453,
Saratoga Lake Golf,713,
Heathway Dry Cleaners,812,
Bueno Services,541,
Patient Plus,541,"Professional, Scientific, and Technical Services"
Remove and Haul,562,
American Family Housing,624,
FestiveDesi,453,
The Joy Group,561,
New Age Baking,722,
CHOCO SNACK, 311,
The Guidance Patna,611,
Neelgiri Tarpaulins, 314,
The Waterfront,722,
Ighten Mount,713,
CinemaStar Productions,512,
Abomar,333,
Kyoritsu Electric India Private Limited,333,
Alcon Colorado,237,
Anahico,541330,
East Coast Induction,333,
Mohatprint,323,
Marine Auctions,441,
Hawk Racing,451,
Kitchen Consultants,238,
Asec,423,
DART Tool Group,333,
Football Bookers,561,Administrative and Support Services
Champaklal Tulsidas,423,
The Phone Surgeon,811,Repair and Maintenance
Bohotopia,453,
Yorkshire Ice Cream,311,
Private Bar,312,
Buchanan Inspections,5416,
Humbeat,541690,
Corporate Express,485,Transit and Ground Passenger Transportation
The DJ Firm,711,
Adult Family Homes, 623,
Home Depot,444,
Mini,531,
Scarborough Studio,811310,
Global Technology Group,423,
Kiya Global,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
Fletcher Healthcare,446,
Cutting Systems,333,
Pawshtails,453,
Greenville Outdoor Living,561,Administrative and Support Services
Legendary Laborers,484,
AlpsAV,443,
Hotel Pin,721,Accommodation
Forest Timber,321,Wood Product Manufacturing
Prudentis,611,
DYNAMIC TRUSS,321,
The Old Soul Flower,453,
The Servo Group,333,
Symbiote Studios,451,
River Comics,451,
Anchors Aweigh Charters,711,
Armchair Trader,523,
Safe & Warm,333,
Wright Implement,111,
Amtrim,336,
Carswell Investigations,561,
The Mobile Vending,454,
Aswell's Garage,811,Repair and Maintenance
BlokTime,511,Publishing Industries (except Internet)
Seaward Kayaks,336,
Calleja Consulting,561410,
Product Care,811,
Lazwi,326,Plastics and Rubber Products Manufacturing
Muckross Wild Irish Gin,312,
Cats Rental,811,
VERYSEAL,326,Plastics and Rubber Products
VERIPAT,5411,
Vista Landscaping,561,
Sumukha Farm Products Private,325,
PlushRugs,442,
Trust LED,444,
Prime Controls,541,
Martin's Fine Bakery,311,Food Manufacturing
Special Cargo,488,Support Activities for Transportation
Major Adjusters,524,
FlexMation,332,
Extrusion Technik,333,
Nail'd by Londyn,812,
Tai Ping,314,
G Force Business and Technology Consulting,541,"Professional, Scientific, and Technical Services"
Davis Tree Farm,424,
HATCHI LAO,314,
Spatial Global,488,
Gallery Marine,811,
Mini-Load Disposal,562,
Structure Glass Solutions,327,
Bradshaw Group,453,
Cheap Vending Supplies,311,
WellAware,541,
Rawlins Paints,314,
Craig Williams Promotions,532,
Strapmark,322,
IMSEC,813,
Ethos Primary Care,621,Ambulatory Health Care Services
Liberty Artist Management,711,
DEATS,339,
Bestfit Industrial,333,
Oxford Gun Club,713,
Happy Tails Trading,453,
NAC Carbon,335,
Lazerlogic,334,
Sanctuary Spa,812,
Maurice Electrical,423,
Greater Detroit Landscape,561,
HyperQuest,524,
Saturn Solutions,448,
Brick Panels,238,Specialty Trade Contractors
SLOTTER,451,
The Goat Farm Chocolate Factory,311,
4X Diagnostics,541990,
PrepStart Consulting,611,
Angling Report,511,Publishing industries (except Internet)
FLOORING PRO FASTENING,444,
Valley Lumber,444,
Homebush Cakes,311,
Discount Tire Store,441,Motor Vehicle and Parts Dealers
GC Products,423,
Uveloped,541,
Haulmark,336,
Smart Kameng,238,
Loomcode,316,
Econtii,711,
Brava Food,312,
Wellness Ambulatory Surgery Center,621,
Gobsmack Comics,451,
South Central Marine,811310,
Method Property Solutions,531,
SoulPlanetTravel,561,Travel Arrangement and Reservation Services
Loose Leash Canine,812,
CargoCanal,488,
Kanakmani,331,
Cardinal Counseling,621,Ambulatory Health Care Services
Alwees Fresh,325- Household and Institutional Furniture and Kitchen Cabinet Manufacturing,Household and Institutional Furniture and Kitchen Cabinet Manufacturing
Grevillea Park,621490,
Wicked Sisters,311,
Group Rochel,316,
InfoSafe Shredding,562,
UNIVERSAL ELECTRO,333,
Financial Solutions by Design,522,
Dietrich's Ice Cream,722,
Tebmed,62134,
HARPER HYBRID,485,
Sanders Repair Service,811,
Symmetry Psychological Care,621,Ambulatory Health Care Services
FRESH START GUTTER CLEANING,561,
Asbestos Removal Aberdeen,562,
Rain Barrel,325,
5 Star CLS,485,Transit and Ground Passenger Transportation
Edyssen Electric Motor,811,
HCL Xiamen Technology,332,
Block Center,621,Ambulatory Health Care Services
Professional Metal Works,332,Fabricated Metal Product Manufacturing
Industrial Component,334,
Cloud Footwear,448,
S-Up Kids,451,
Southern Fuelwood,424,
E.D.H. Records & Co.,512,
Long Leaf Forest Service,561,
Great Northern Insulation,238,
Ahti Farms,111,
Steady Focus Media,541921,
4-22 Foundation,624,
Balticon,712,
Elite Master Plumbing,238,
The Community Chapel of Melbourne Beach,813,
SEAGULL,332,
Sumoo Outdoor Furniture,337,
Emirates Engineering,488,
Complete Project Management,238,
Charter Title,531,
Versatile VS Services,238,
Ispartakule Bulvar,531,
Crown Yourself Entertainment,711,"Performing Arts, Spectator Sports, and Related Industries"
Vintageweave,453,
Roam Travel,561,
Log Cabin Bait,451,
Vertical Technology Services,237,
NPM Packaging,561,Administrative and Support Services
Rush Management,  561,
Tranzcarr,484,Truck Transportation
Green America Recycling,562,
OutdoorTravelGear,451,
Nexus Stone,423930,
Port of Subs,722,
Rabideaux's,311,
Clark Air,333,
Yorkshire Laundry,812,
American Golden Weapons,451,
CHAUTAUQUA CHRISTIAN ACADEMY,611,
LibrumCHAIN,511,Publishing Industries (except Internet)
Eden Steam Showers,337,
SA Biomedical,423,
Hydra Master,423850,
KDM Transport,484,Truck Transportation
